,index,removed_stopword,removed_punctuation,Updated,w2v kmeans,w2v pca kmeans,w2v tfidf kmeans,w2v tfidf pca kmeans,w2v Hierarchical,w2v pca Hierarchical,w2v tfidf Hierarchical,Hw2v_tfidf_pca_euclidean_labels
17,17,"visual display business continued build leadership global tv market 2019, remained no. 1 position 14 consecutive years gained 30% mar- ket share first time. result constant efforts create advanced innovative products reflect consumer preferences.",visual display business continued build leadership global tv market 2019 remained no 1 position 14 consecutive years gained 30 mar ket share first time result constant efforts create advanced innovative products reflect consumer preferences, visual display busi continu build leadership global tv market 2019 remain no 1 posit 14 consecut year gain 30 mar ket share first time result constant effort creat advanc innov product reflect consum prefer ,3,7,4,3,0,5,1,0
679,679,management approach materials used weight volume recycled input materials used reclaimed products packaging materials management approach energy consumption within organization energy consumption outside organization energy intensity reduction energy consumption reductions energy requirements products services,management approach materials used weight volume recycled input materials used reclaimed products packaging materials management approach energy consumption within organization energy consumption outside organization energy intensity reduction energy consumption reductions energy requirements products services, manag approach materi use weight volum recycl input materi use reclaim product packag materi manag approach energi consumpt within organ energi consumpt outsid organ energi intens reduct energi consumpt reduct energi requir product servic ,3,7,3,2,0,5,7,5
9,9,"thank continued interest support samsung electronics, especially given challenging circumstances brought global outbreak covid-19. would like take opportunity wish continued good health well-being. samsung electronics best promptly respond covid-19 crisis affecting world. part quarantine measures, analyzed unprecedented crisis quickly actively preventing spread disease among employees well workers suppliers. business management perspective, committed minimizing business impacts pandemic working ensure interruptions operation supply chain stretches raw materials customers. moreover, line csr vision, together tomorrow!, launched last year, stand side side communities struggling covid-19 continue provide sup- port overcome crisis. meanwhile remain steadfast efforts contribute global economy creating innovative technologies products. consumer electronics (ce) division enhancing customers' lifestyles products qled 8k tvs, sero tvs, bespoke refrig- erators. & mobile communications (im) division maintained no. 1 position smartphones launching foldable phones, continues remain forefront next-generation telecommunication market commercializing 5g first time world. device solutions (ds) division continues lead semiconductor industry introducing highest-level innovative technologies, third-generation 10-nano class dram, 108 million pixel image sensor, euv process. samsung electronics celebrated 50th-anniversary last year. take first steps next half-century, acutely aware obligations roles sustainable opera- tions. global corporate citizen, samsung electronics continue create environmen- tal social values achieving positive economic outcomes. end, expanding environmentally conscious investments production facilities strengthen climate change response activities. also promoting ways improve earth's environment initiatives establishing samsung particulate matter research institute. minimize environmental impact products, continue efforts extending life cycle reducing electronic waste. prudent potential social impact products services regard personal information protection cybersecurity, strengthen activ- ities protect improve workplace environment employees suppliers. samsung electronics takes responsibility transparent corporate structure ethical management seriously. support this, appointed independent director chair board directors first time, established samsung compliance commit- tee related companies. continually strive operate world-class governance compliance management system. although daily lives undergoing rapid changes covid-19, solidar- ity cooperation, samsung electronics successfully overcome challenges pan- demic brought us. leave great legacy sustainable centennial company future generations, samsung electronics dedicated creating innovative products services based bold can-do spirit, contributing societal development sus- tainable first-class company. thank continued interest ask unyielding support. thank you.",thank continued interest support samsung electronics especially given challenging circumstances brought global outbreak covid19 would like take opportunity wish continued good health wellbeing samsung electronics best promptly respond covid19 crisis affecting world part quarantine measures analyzed unprecedented crisis quickly actively preventing spread disease among employees well workers suppliers business management perspective committed minimizing business impacts pandemic working ensure interruptions operation supply chain stretches raw materials customers moreover line csr vision together tomorrow launched last year stand side side communities struggling covid19 continue provide sup port overcome crisis meanwhile remain steadfast efforts contribute global economy creating innovative technologies products consumer electronics ce division enhancing customers lifestyles products qled 8k tvs sero tvs bespoke refrig erators  mobile communications im division maintained no 1 position smartphones launching foldable phones continues remain forefront nextgeneration telecommunication market commercializing 5g first time world device solutions ds division continues lead semiconductor industry introducing highestlevel innovative technologies thirdgeneration 10nano class dram 108 million pixel image sensor euv process samsung electronics celebrated 50thanniversary last year take first steps next halfcentury acutely aware obligations roles sustainable opera tions global corporate citizen samsung electronics continue create environmen tal social values achieving positive economic outcomes end expanding environmentally conscious investments production facilities strengthen climate change response activities also promoting ways improve earths environment initiatives establishing samsung particulate matter research institute minimize environmental impact products continue efforts extending life cycle reducing electronic waste prudent potential social impact products services regard personal information protection cybersecurity strengthen activ ities protect improve workplace environment employees suppliers samsung electronics takes responsibility transparent corporate structure ethical management seriously support this appointed independent director chair board directors first time established samsung compliance commit tee related companies continually strive operate worldclass governance compliance management system although daily lives undergoing rapid changes covid19 solidar ity cooperation samsung electronics successfully overcome challenges pan demic brought us leave great legacy sustainable centennial company future generations samsung electronics dedicated creating innovative products services based bold cando spirit contributing societal development sus tainable firstclass company thank continued interest ask unyielding support thank you, thank continu interest support samsung electron especi given challeng circumst brought global outbreak covid19 would like take opportun wish continu good health wellb samsung electron best promptli respond covid19 crisi affect world part quarantin measur analyz unpreced crisi quickli activ prevent spread diseas among employe well worker supplier busi manag perspect commit minim busi impact pandem work ensur interrupt oper suppli chain stretch raw materi custom moreov line csr vision togeth tomorrow launch last year stand side side commun struggl covid19 continu provid sup port overcom crisi meanwhil remain steadfast effort contribut global economi creat innov technolog product consum electron ce divis enhanc custom lifestyl product qled 8k tv sero tv bespok refrig erat  mobil commun im divis maintain no 1 posit smartphon launch foldabl phone continu remain forefront nextgener telecommun market commerci 5g first time world devic solut ds divis continu lead semiconductor industri introduc highestlevel innov technolog thirdgener 10nano class dram 108 million pixel imag sensor euv process samsung electron celebr 50thanniversari last year take first step next halfcenturi acut awar oblig role sustain opera tion global corpor citizen samsung electron continu creat environmen tal social valu achiev posit econom outcom end expand environment consciou invest product facil strengthen climat chang respons activ also promot way improv earth environ initi establish samsung particul matter research institut minim environment impact product continu effort extend life cycl reduc electron wast prudent potenti social impact product servic regard person inform protect cybersecur strengthen activ iti protect improv workplac environ employe supplier samsung electron take respons transpar corpor structur ethic manag serious support thi appoint independ director chair board director first time establish samsung complianc commit tee relat compani continu strive oper worldclass govern complianc manag system although daili live undergo rapid chang covid19 solidar iti cooper samsung electron success overcom challeng pan demic brought us leav great legaci sustain centenni compani futur gener samsung electron dedic creat innov product servic base bold cando spirit contribut societ develop su tainabl firstclass compani thank continu interest ask unyield support thank you ,3,7,1,5,0,5,7,5
3,3,"reporting period report covers economic, social, environmental performance activities january 1, 2019 december 31, 2019, achievements report may include information dated may 2020. quantitative data latest three fiscal years provided allow trend analysis time.",reporting period report covers economic social environmental performance activities january 1 2019 december 31 2019 achievements report may include information dated may 2020 quantitative data latest three fiscal years provided allow trend analysis time, report period report cover econom social environment perform activ januari 1 2019 decemb 31 2019 achiev report may includ inform date may 2020 quantit data latest three fiscal year provid allow trend analysi time ,3,7,1,0,0,5,2,3
682,682,"management approach new employee hires employee turnover benefits provided full-time employees provided temporary part-time employees parental leave management approach minimum notice periods regarding operational changes management approach workers representation formal joint managementworker health safety committees types injury rates injury, occupational diseases, lost days, absenteeism, number work-related fatalities workers high incidence high risk diseases related occupation health safety topics covered formal agreements trade unions management approach average hours training per year per employee programs upgrading employee skills transition assistance programs percentage employees receiving regular performance career development reviews",management approach new employee hires employee turnover benefits provided fulltime employees provided temporary parttime employees parental leave management approach minimum notice periods regarding operational changes management approach workers representation formal joint managementworker health safety committees types injury rates injury occupational diseases lost days absenteeism number workrelated fatalities workers high incidence high risk diseases related occupation health safety topics covered formal agreements trade unions management approach average hours training per year per employee programs upgrading employee skills transition assistance programs percentage employees receiving regular performance career development reviews, manag approach new employe hire employe turnov benefit provid fulltim employe provid temporari parttim employe parent leav manag approach minimum notic period regard oper chang manag approach worker represent formal joint managementwork health safeti committe type injuri rate injuri occup diseas lost day absente number workrel fatal worker high incid high risk diseas relat occup health safeti topic cover formal agreement trade union manag approach averag hour train per year per employe program upgrad employe skill transit assist program percentag employe receiv regular perform career develop review ,3,7,1,5,0,5,2,5
683,683,"management approach incidents discrimination corrective actions taken management approach operations suppliers right freedom association collective bargaining may risk management approach operations suppliers significant risk incidents child labor management approach operations suppliers significant risk incidents forced compulsory labor management approach security personnel trained human rights policies procedures management approach incidents violations involving rights indigenous peoples management approach operations subject human rights reviews impact assessments employee training human rights policies procedures significant investment agreements contracts include human rights clauses underwent human rights screening management approach operations local community engagement, impact assessments, development programs operations significant actual potential negative impacts local communities management approach new suppliers screened using social criteria negative social impacts supply chain actions taken management approach political contributions",management approach incidents discrimination corrective actions taken management approach operations suppliers right freedom association collective bargaining may risk management approach operations suppliers significant risk incidents child labor management approach operations suppliers significant risk incidents forced compulsory labor management approach security personnel trained human rights policies procedures management approach incidents violations involving rights indigenous peoples management approach operations subject human rights reviews impact assessments employee training human rights policies procedures significant investment agreements contracts include human rights clauses underwent human rights screening management approach operations local community engagement impact assessments development programs operations significant actual potential negative impacts local communities management approach new suppliers screened using social criteria negative social impacts supply chain actions taken management approach political contributions, manag approach incid discrimin correct action taken manag approach oper supplier right freedom associ collect bargain may risk manag approach oper supplier signific risk incid child labor manag approach oper supplier signific risk incid forc compulsori labor manag approach secur personnel train human right polici procedur manag approach incid violat involv right indigen peopl manag approach oper subject human right review impact assess employe train human right polici procedur signific invest agreement contract includ human right claus underw human right screen manag approach oper local commun engag impact assess develop program oper signific actual potenti neg impact local commun manag approach new supplier screen use social criteria neg social impact suppli chain action taken manag approach polit contribut ,3,7,1,5,0,5,2,5
1,1,"reporting standards report prepared accordance core options global reporting initiative (gri) standards. also reflected indicators un sustainable development goals (sdgs), task force climate-related financial disclosures (tcfd) sustainability accounting standards board (sasb).",reporting standards report prepared accordance core options global reporting initiative gri standards also reflected indicators un sustainable development goals sdgs task force climaterelated financial disclosures tcfd sustainability accounting standards board sasb, report standard report prepar accord core option global report initi gri standard also reflect indic un sustain develop goal sdg task forc climaterel financi disclosur tcfd sustain account standard board sasb ,6,7,9,0,1,4,2,3
652,652,"aa1000aps principles inclusivity company collected concerns opinion stakeholder communication channels include customers,",aa1000aps principles inclusivity company collected concerns opinion stakeholder communication channels include customers, aa1000ap principl inclus compani collect concern opinion stakehold commun channel includ custom ,3,7,1,0,0,5,2,3
57,57,"shutdown companys sports group activity facilities daily disinfection commuter buses, elevators, company facilities text message notifications social distancing mandatory face masks commuter buses",shutdown companys sports group activity facilities daily disinfection commuter buses elevators company facilities text message notifications social distancing mandatory face masks commuter buses, shutdown compani sport group activ facil daili disinfect commut buse elev compani facil text messag notif social distanc mandatori face mask commut buse ,3,7,9,0,0,5,2,3
61,61,"kim participates video conference discuss business impacts covid-19 via samsung wormhole, global cooperation solution. supports managing distributing covid-19 pre- vention guidelines safety supplies contact centers.",kim participates video conference discuss business impacts covid19 via samsung wormhole global cooperation solution supports managing distributing covid19 pre vention guidelines safety supplies contact centers, kim particip video confer discuss busi impact covid19 via samsung wormhol global cooper solut support manag distribut covid19 pre vention guidelin safeti suppli contact center ,3,7,4,9,0,5,5,0
646,646,2. visits company's headquarter suwon office understand systems processes place managing reporting,2 visits companys headquarter suwon office understand systems processes place managing reporting, 2 visit compani headquart suwon offic understand system process place manag report ,3,7,0,3,0,5,1,1
113,113,"applying iot technologies infrastructure facilities yeongdeok training center south korea ho chi minh city worksite applied iot technologies established foundation monitoring system energy active control environment. smart factory technology enables optimized control infrastructure facilities applying energy-saving algorithms take account outdoor conditions, air conditioning loads, device performance. applying technologies, ho chi minh city worksite able reduce 12.4% energy consumed air conditioning. plan expand application smart factory technologies worksites, including south korea, united states, southeast asia future.",applying iot technologies infrastructure facilities yeongdeok training center south korea ho chi minh city worksite applied iot technologies established foundation monitoring system energy active control environment smart factory technology enables optimized control infrastructure facilities applying energysaving algorithms take account outdoor conditions air conditioning loads device performance applying technologies ho chi minh city worksite able reduce 124 energy consumed air conditioning plan expand application smart factory technologies worksites including south korea united states southeast asia future, appli iot technolog infrastructur facil yeongdeok train center south korea ho chi minh citi worksit appli iot technolog establish foundat monitor system energi activ control environ smart factori technolog enabl optim control infrastructur facil appli energysav algorithm take account outdoor condit air condit load devic perform appli technolog ho chi minh citi worksit abl reduc 124 energi consum air condit plan expand applic smart factori technolog worksit includ south korea unit state southeast asia futur ,3,7,9,0,0,5,5,3
112,112,"reduction ghg emission worksites recent expansion facilities production volume, samsung electronics' ghg emissions gradually increased. continue improve efficiency gas processing streamline operations, thus maximizing ghg reductions compared forecasts minimizing increase emissions. every year, worksite proj- ect ghg emissions, identifies ghg reduction tasks optimal manufacturing processes, develop promote suitable action plans. 2019, implemented total 498 ghg reduction projects, including enhancing efficiency f-gases processing facilities, upgrading high efficiency equipment, streamlining manufactur- ing process. result, reduced ghg emissions total 5,098,000 tonnes, increase 75% com- pared 2018. achievement possible increasing reduction amount emissions per ghg projects actively introducing renewable energy. 2020, plan reduce ghg emissions promoting additional proj- ects, including reduction f-gases consumption improvement throughput, expansion renewable energy use, reduction lng use.",reduction ghg emission worksites recent expansion facilities production volume samsung electronics ghg emissions gradually increased continue improve efficiency gas processing streamline operations thus maximizing ghg reductions compared forecasts minimizing increase emissions every year worksite proj ect ghg emissions identifies ghg reduction tasks optimal manufacturing processes develop promote suitable action plans 2019 implemented total 498 ghg reduction projects including enhancing efficiency fgases processing facilities upgrading high efficiency equipment streamlining manufactur ing process result reduced ghg emissions total 5098000 tonnes increase 75 com pared 2018 achievement possible increasing reduction amount emissions per ghg projects actively introducing renewable energy 2020 plan reduce ghg emissions promoting additional proj ects including reduction fgases consumption improvement throughput expansion renewable energy use reduction lng use, reduct ghg emiss worksit recent expans facil product volum samsung electron ghg emiss gradual increas continu improv effici ga process streamlin oper thu maxim ghg reduct compar forecast minim increas emiss everi year worksit proj ect ghg emiss identifi ghg reduct task optim manufactur process develop promot suitabl action plan 2019 implement total 498 ghg reduct project includ enhanc effici fgase process facil upgrad high effici equip streamlin manufactur ing process result reduc ghg emiss total 5098000 tonn increas 75 com pare 2018 achiev possibl increas reduct amount emiss per ghg project activ introduc renew energi 2020 plan reduc ghg emiss promot addit proj ect includ reduct fgase consumpt improv throughput expans renew energi use reduct lng use ,3,7,1,5,0,5,2,5
622,622,employees took childcare leave employees returned work childcare leave daycare center capacity no. daycare centers no. employees disabilities ratio employees disabilities,employees took childcare leave employees returned work childcare leave daycare center capacity no daycare centers no employees disabilities ratio employees disabilities, employe took childcar leav employe return work childcar leav daycar center capac no daycar center no employe disabl ratio employe disabl ,3,7,9,0,0,5,2,3
109,109,footnotes: 1) rcp2.6 representative scenario aims keep global warming likely 2c pre-industrial temperatures. 2) business usual scenario: scenarios without additional efforts constrain emissions (baseline scenarios),footnotes 1 rcp26 representative scenario aims keep global warming likely 2c preindustrial temperatures 2 business usual scenario scenarios without additional efforts constrain emissions baseline scenarios, footnot 1 rcp26 repres scenario aim keep global warm like 2c preindustri temperatur 2 busi usual scenario scenario without addit effort constrain emiss baselin scenario ,3,7,4,9,0,5,5,0
106,106,"climate change strategy efficiently respond climate change, analyze related risks opportunity factors, design effective counter-strategies. includes consideration various scenarios identify impact climate change business time. specifically, use ipcc ar5 defined representative concentration pathway (rcp) scenar- ios, international energy agencys (iea) energy technology perspectives (etp) 2016, nationally deter- mined contributions (ndc). footnote: 1) fifth assessment report",climate change strategy efficiently respond climate change analyze related risks opportunity factors design effective counterstrategies includes consideration various scenarios identify impact climate change business time specifically use ipcc ar5 defined representative concentration pathway rcp scenar ios international energy agencys iea energy technology perspectives etp 2016 nationally deter mined contributions ndc footnote 1 fifth assessment report, climat chang strategi effici respond climat chang analyz relat risk opportun factor design effect counterstrategi includ consider variou scenario identifi impact climat chang busi time specif use ipcc ar5 defin repres concentr pathway rcp scenar io intern energi agenc iea energi technolog perspect etp 2016 nation deter mine contribut ndc footnot 1 fifth assess report ,3,7,9,0,0,5,5,3
102,102,"7. 2 2030, increase substantially share renewable energy global energy mix 7. 3 2030, double global rate improvement energy efficiency 7. 2030, enhance international cooperation facilitate access clean energy research technology, including renewable energy, energy efficiency advanced cleaner fossil fuel technology, promote investment energy infrastructure clean energy technology",7 2 2030 increase substantially share renewable energy global energy mix 7 3 2030 double global rate improvement energy efficiency 7 2030 enhance international cooperation facilitate access clean energy research technology including renewable energy energy efficiency advanced cleaner fossil fuel technology promote investment energy infrastructure clean energy technology, 7 2 2030 increas substanti share renew energi global energi mix 7 3 2030 doubl global rate improv energi effici 7 2030 enhanc intern cooper facilit access clean energi research technolog includ renew energi energi effici advanc cleaner fossil fuel technolog promot invest energi infrastructur clean energi technolog ,3,7,3,2,0,5,3,8
101,101,"enhanced independence corporate compliance team, reports directly ceo since reorganization independent expert group, samsung compliance committee, launched oversee business",enhanced independence corporate compliance team reports directly ceo since reorganization independent expert group samsung compliance committee launched oversee business, enhanc independ corpor complianc team report directli ceo sinc reorgan independ expert group samsung complianc committe launch overse busi ,3,7,3,5,0,5,7,5
92,92,"ufacturing, distributing, using disposing products. therefore, necessary move away linear economy con- sumes dispose resources one-time use circular economy empowers efficient use resources expanding",ufacturing distributing using disposing products therefore necessary move away linear economy con sumes dispose resources onetime use circular economy empowers efficient use resources expanding, ufactur distribut use dispos product therefor necessari move away linear economi con sume dispos resourc onetim use circular economi empow effici use resourc expand ,3,7,0,8,0,5,8,1
88,88,"created pool material issues based comprehensive analysis 1,600 news articles, peer benchmarks 79 issues, industry issues (un sdgs, tcfd, gri, sasb, wef sustainability metrics, etc.) selected 28 issues interviews sustainable management experts relevant departments within company",created pool material issues based comprehensive analysis 1600 news articles peer benchmarks 79 issues industry issues un sdgs tcfd gri sasb wef sustainability metrics etc selected 28 issues interviews sustainable management experts relevant departments within company, creat pool materi issu base comprehens analysi 1600 news articl peer benchmark 79 issu industri issu un sdg tcfd gri sasb wef sustain metric etc select 28 issu interview sustain manag expert relev depart within compani ,3,7,9,0,0,5,5,3
122,122,"climate change adaptation consider construction new worksites large-scale facilities, evaluate risk extreme weather conditions well risks storms floods caused climate change, reflect learn- ings design worksites facilities. since 2012, conducted 20 cases risk assessments consulting storm flood damage. worksite vietnam, analyzed rainfall water level changes recent years well flood risks caused heavy rainfalls flood tides reflected results site design. result, designed worksite located higher surrounding land, also install- ing storm water pipes drainage facilities. meanwhile, new worksite located east coast u.s. also analyzed recent impact hurricanes region, supplemented standards buildings facilities consideration potential future risks heavy winds.",climate change adaptation consider construction new worksites largescale facilities evaluate risk extreme weather conditions well risks storms floods caused climate change reflect learn ings design worksites facilities since 2012 conducted 20 cases risk assessments consulting storm flood damage worksite vietnam analyzed rainfall water level changes recent years well flood risks caused heavy rainfalls flood tides reflected results site design result designed worksite located higher surrounding land also install ing storm water pipes drainage facilities meanwhile new worksite located east coast us also analyzed recent impact hurricanes region supplemented standards buildings facilities consideration potential future risks heavy winds, climat chang adapt consid construct new worksit largescal facil evalu risk extrem weather condit well risk storm flood caus climat chang reflect learn ing design worksit facil sinc 2012 conduct 20 case risk assess consult storm flood damag worksit vietnam analyz rainfal water level chang recent year well flood risk caus heavi rainfal flood tide reflect result site design result design worksit locat higher surround land also instal ing storm water pipe drainag facil meanwhil new worksit locat east coast us also analyz recent impact hurrican region supplement standard build facil consider potenti futur risk heavi wind ,3,7,3,5,0,5,7,5
86,86,"interviews sustainability management experts 2019, communicated esg evaluation agencies, environmental research institutes, ngos, impact inves- tors sustainability experts introduce approach sustainability management issues, key activities progress, gather feedback stakeholders. opinions gathered reflected materiality assessment considered planning sustainability management activities. -participants: youngjae ryu (sustinvest), eunkyung lee (un global compact network korea), kyung sun chung",interviews sustainability management experts 2019 communicated esg evaluation agencies environmental research institutes ngos impact inves tors sustainability experts introduce approach sustainability management issues key activities progress gather feedback stakeholders opinions gathered reflected materiality assessment considered planning sustainability management activities participants youngjae ryu sustinvest eunkyung lee un global compact network korea kyung sun chung, interview sustain manag expert 2019 commun esg evalu agenc environment research institut ngo impact inv tor sustain expert introduc approach sustain manag issu key activ progress gather feedback stakehold opinion gather reflect materi assess consid plan sustain manag activ particip youngja ryu sustinvest eunkyung lee un global compact network korea kyung sun chung ,3,7,3,5,0,5,7,5
83,83,"global company, well placed help tackle many wider issues created covid-19 pandemic. converting innovative ideas minimize spread virus develop- ing real-world technologies support society, utmost pave way successful global recovery. order gather ideas solving covid-19 crisis, invited employees around world participate large scale debate held collective intelligence platform, mosaic. approximately 107,000 global employees participated two-week debate 2020, highest num- ber ever since mosaics launch 2014. event, 1,620 different ideas presented expect materialize ideas products services benefit them.",global company well placed help tackle many wider issues created covid19 pandemic converting innovative ideas minimize spread virus develop ing realworld technologies support society utmost pave way successful global recovery order gather ideas solving covid19 crisis invited employees around world participate large scale debate held collective intelligence platform mosaic approximately 107000 global employees participated twoweek debate 2020 highest num ber ever since mosaics launch 2014 event 1620 different ideas presented expect materialize ideas products services benefit them, global compani well place help tackl mani wider issu creat covid19 pandem convert innov idea minim spread viru develop ing realworld technolog support societi utmost pave way success global recoveri order gather idea solv covid19 crisi invit employe around world particip larg scale debat held collect intellig platform mosaic approxim 107000 global employe particip twoweek debat 2020 highest num ber ever sinc mosaic launch 2014 event 1620 differ idea present expect materi idea product servic benefit them ,3,7,0,3,0,5,1,1
76,76,"local community future generations believe students future generations access quality education. however, access restricted due school closures social distancing policies many parts world. based rich experiences corporate citizenship, developed online education platforms content students ages participate. also provided tablet pcs devices make remote learning accessible young children students across world.",local community future generations believe students future generations access quality education however access restricted due school closures social distancing policies many parts world based rich experiences corporate citizenship developed online education platforms content students ages participate also provided tablet pcs devices make remote learning accessible young children students across world, local commun futur gener believ student futur gener access qualiti educ howev access restrict due school closur social distanc polici mani part world base rich experi corpor citizenship develop onlin educ platform content student age particip also provid tablet pc devic make remot learn access young children student across world ,3,7,9,0,0,5,2,3
637,637,footnotes: 1) total consumption/consolidated global sales excluded sales display solutions 2) based water consumed manufacturing samsung electronics' products top 90 percentile suppliers,footnotes 1 total consumptionconsolidated global sales excluded sales display solutions 2 based water consumed manufacturing samsung electronics products top 90 percentile suppliers, footnot 1 total consumptionconsolid global sale exclud sale display solut 2 base water consum manufactur samsung electron product top 90 percentil supplier ,3,7,0,8,0,5,8,1
74,74,"customer support covid-19 continuing spread across world, many countries restricting movement citizens. prevent inconvenience requesting receiving repair services cir- cumstances, operating 24-hour help desk samsung.com website. addition, pro- vide service collect products customers person deliver repaired products locations chosen customers countries, including united states, germany, russia, turkey, thailand, requested additional cost. repaired products disinfected uv-c light delivered customers afterwards. furthermore, products whose warranty expires times customer service limited due covid-19, providing one-month extension warranty start- ing date customer service resumes, may vary country country. also, countries including united states, united kingdom spain, providing designated hotline providing free mobile phone repair service express gratitude towards medical staff fighting covid-19 outbreak.",customer support covid19 continuing spread across world many countries restricting movement citizens prevent inconvenience requesting receiving repair services cir cumstances operating 24hour help desk samsungcom website addition pro vide service collect products customers person deliver repaired products locations chosen customers countries including united states germany russia turkey thailand requested additional cost repaired products disinfected uvc light delivered customers afterwards furthermore products whose warranty expires times customer service limited due covid19 providing onemonth extension warranty start ing date customer service resumes may vary country country also countries including united states united kingdom spain providing designated hotline providing free mobile phone repair service express gratitude towards medical staff fighting covid19 outbreak, custom support covid19 continu spread across world mani countri restrict movement citizen prevent inconveni request receiv repair servic cir cumstanc oper 24hour help desk samsungcom websit addit pro vide servic collect product custom person deliv repair product locat chosen custom countri includ unit state germani russia turkey thailand request addit cost repair product disinfect uvc light deliv custom afterward furthermor product whose warranti expir time custom servic limit due covid19 provid onemonth extens warranti start ing date custom servic resum may vari countri countri also countri includ unit state unit kingdom spain provid design hotlin provid free mobil phone repair servic express gratitud toward medic staff fight covid19 outbreak ,3,7,9,0,0,5,2,3
70,70,suppliers unprecedented supply demand pressures associated covid-19 caused direct impact thousands suppliers across manufacturing customer service. supporting suppliers whose businesses affected pandemic providing stabilization funds logistics costs. provide ongoing support wherever needed understanding suppliers difficulties suppliers support center.,suppliers unprecedented supply demand pressures associated covid19 caused direct impact thousands suppliers across manufacturing customer service supporting suppliers whose businesses affected pandemic providing stabilization funds logistics costs provide ongoing support wherever needed understanding suppliers difficulties suppliers support center, supplier unpreced suppli demand pressur associ covid19 caus direct impact thousand supplier across manufactur custom servic support supplier whose busi affect pandem provid stabil fund logist cost provid ongo support wherev need understand supplier difficulti supplier support center ,3,7,1,5,0,5,2,5
69,69,"responsible global corporate citizen, committed helping resolve problems faced communities work. end, allocated krw 2.6 trillion maintain safety supply chain. also extended technical support service periods support customers using products services. provided technical support, expert personnel, knowledge, infrastructure local communities, donated usd 39 million governments, medical, edu- cational facilities areas severely affected covid-19.",responsible global corporate citizen committed helping resolve problems faced communities work end allocated krw 26 trillion maintain safety supply chain also extended technical support service periods support customers using products services provided technical support expert personnel knowledge infrastructure local communities donated usd 39 million governments medical edu cational facilities areas severely affected covid19, respons global corpor citizen commit help resolv problem face commun work end alloc krw 26 trillion maintain safeti suppli chain also extend technic support servic period support custom use product servic provid technic support expert personnel knowledg infrastructur local commun donat usd 39 million govern medic edu cation facil area sever affect covid19 ,3,7,4,9,0,5,1,0
68,68,"samsung electro-mechanics, samsung display, samsung sdi, samsung sds, samsung c&t corporation, etc.",samsung electromechanics samsung display samsung sdi samsung sds samsung ct corporation etc, samsung electromechan samsung display samsung sdi samsung sd samsung ct corpor etc ,3,7,7,7,0,5,3,2
64,64,"kim checks text messages encouraging social distancing decides cancel dinner appointment. takes employee commuter bus, disinfected daily. public facilities including meeting rooms lobbies also disinfected daily employ- ees gone home.",kim checks text messages encouraging social distancing decides cancel dinner appointment takes employee commuter bus disinfected daily public facilities including meeting rooms lobbies also disinfected daily employ ees gone home, kim check text messag encourag social distanc decid cancel dinner appoint take employe commut bu disinfect daili public facil includ meet room lobbi also disinfect daili employ ee gone home ,3,7,4,9,0,5,5,0
645,645,1. interviews personnel responsible internal reporting data collection discuss approaches stakeholder inclu-,1 interviews personnel responsible internal reporting data collection discuss approaches stakeholder inclu, 1 interview personnel respons intern report data collect discuss approach stakehold inclu ,6,7,1,5,1,4,2,5
84,84,"vietnam fundraising support people higher risk (employee donation + fund matching) mexico, india food package deliveries people higher risk europe support governments develop covid-19 tracing application",vietnam fundraising support people higher risk employee donation + fund matching mexico india food package deliveries people higher risk europe support governments develop covid19 tracing application, vietnam fundrais support peopl higher risk employe donat + fund match mexico india food packag deliveri peopl higher risk europ support govern develop covid19 trace applic ,3,7,9,0,0,5,5,3
579,579,"calculated net profit generated samsung electronics past year. socio-economic value calculated mea- suring monetary value brought company major stakehold- ers including investors suppliers, well companys con- tributions local community development. environmental value calculated measuring ghg emissions, waste, recycling, use water, among others.",calculated net profit generated samsung electronics past year socioeconomic value calculated mea suring monetary value brought company major stakehold ers including investors suppliers well companys con tributions local community development environmental value calculated measuring ghg emissions waste recycling use water among others, calcul net profit gener samsung electron past year socioeconom valu calcul mea sure monetari valu brought compani major stakehold er includ investor supplier well compani con tribut local commun develop environment valu calcul measur ghg emiss wast recycl use water among other ,3,7,0,3,0,5,1,1
560,560,"united nations general assembly september 2015, sustainable development goals (sdgs) adopted pur- pose establishing sustainable society across world community development, environmental protection inclusive economic growth. timeline un sdgs runs 2016",united nations general assembly september 2015 sustainable development goals sdgs adopted pur pose establishing sustainable society across world community development environmental protection inclusive economic growth timeline un sdgs runs 2016, unit nation gener assembl septemb 2015 sustain develop goal sdg adopt pur pose establish sustain societi across world commun develop environment protect inclus econom growth timelin un sdg run 2016 ,3,7,1,5,0,5,2,5
501,501,"opened 27,000 patents since 2015 enhance technological competitiveness smes provides patent sharing programs consultations quarterly basis suppliers including smes without prior business affiliation",opened 27000 patents since 2015 enhance technological competitiveness smes provides patent sharing programs consultations quarterly basis suppliers including smes without prior business affiliation, open 27000 patent sinc 2015 enhanc technolog competit sme provid patent share program consult quarterli basi supplier includ sme without prior busi affili ,3,7,5,1,0,5,0,4
374,374,"linkflow 360-degree wearable camera within three years spin-off, company value increased 30 times, attracting krw 22.3 billion investments globally.",linkflow 360degree wearable camera within three years spinoff company value increased 30 times attracting krw 223 billion investments globally, linkflow 360degre wearabl camera within three year spinoff compani valu increas 30 time attract krw 223 billion invest global ,3,7,4,9,0,5,5,0
