,index,removed_stopword,removed_punctuation,Updated,topic,NMF labels
202,202,received shown. mother law likes walgreens quit carrying them. great could get amazon.,received shown mother law likes walgreens quit carrying them great could get amazon, receiv shown mother law like walgreen quit carri them great could get amazon ,1,1
221,221,"i've tried variety ahmad tea. particularly like brand, easier come across. imperial blend, believe, complex yet well balanced ones i've tried. full body like good cup assam, means overpower delightful, clean taste darjeerling, complete long lasting note bergamot. enjoy best evening. gives satisfying relaxing finish busy day.<br /><br />for interested specifics: use 3 teaspoons lose tea stainless steel infuser 16 oz mug, let steep 208f water 2-3 min, take infuser out, drink without sugar milk savor sophistication.",ive tried variety ahmad tea particularly like brand easier come across imperial blend believe complex yet well balanced ones ive tried full body like good cup assam means overpower delightful clean taste darjeerling complete long lasting note bergamot enjoy best evening gives satisfying relaxing finish busy daybr br for interested specifics use 3 teaspoons lose tea stainless steel infuser 16 oz mug let steep 208f water 23 min take infuser out drink without sugar milk savor sophistication, ive tri varieti ahmad tea particularli like brand easier come across imperi blend believ complex yet well balanc one ive tri full bodi like good cup assam mean overpow delight clean tast darjeerl complet long last note bergamot enjoy best even give satisfi relax finish busi daybr br for interest specif use 3 teaspoon lose tea stainless steel infus 16 oz mug let steep 208f water 23 min take infus out drink without sugar milk savor sophist ,1,1
203,203,"keep case office always least tin two desk visitors help to. folks stop grab mints others pop like candy meet. find someone keeps coming back give tin! one co-worker asked save tins could use pillboxes safety pin boxes. like said, theyre real hit. since able keep hands candy dish, good alternative around nice around garlic lunch! gave item 4 stars tasty sugar version mints sugar free item good full sugar counterpart?) fact tin wrapped plastic seems like waste irritating remove (although totally get wrap - still make easy deal with).",keep case office always least tin two desk visitors help to folks stop grab mints others pop like candy meet find someone keeps coming back give tin one coworker asked save tins could use pillboxes safety pin boxes like said theyre real hit since able keep hands candy dish good alternative around nice around garlic lunch gave item 4 stars tasty sugar version mints sugar free item good full sugar counterpart fact tin wrapped plastic seems like waste irritating remove although totally get wrap  still make easy deal with, keep case offic alway least tin two desk visitor help to folk stop grab mint other pop like candi meet find someon keep come back give tin one cowork ask save tin could use pillbox safeti pin box like said theyr real hit sinc abl keep hand candi dish good altern around nice around garlic lunch gave item 4 star tasti sugar version mint sugar free item good full sugar counterpart fact tin wrap plastic seem like wast irrit remov although total get wrap  still make easi deal with ,1,1
214,214,buy these! order case. can't even remember first time tasted anchovy stuffed olive tried several brands online brand favorite.,buy these order case cant even remember first time tasted anchovy stuffed olive tried several brands online brand favorite, buy these order case cant even rememb first time tast anchovi stuf oliv tri sever brand onlin brand favorit ,1,1
215,215,order olives lot. un-like olives there. subtle flavors brine go great cheeses. one favorite appetizer treats guests.,order olives lot unlike olives there subtle flavors brine go great cheeses one favorite appetizer treats guests, order oliv lot unlik oliv there subtl flavor brine go great chees one favorit appet treat guest ,1,1
189,189,"coffee finely processed flavor alright. nescafe mount hagen better - bought try something two, probably get again. slight ""vitaminy"" taste, overwhelming. also bit pricey get.",coffee finely processed flavor alright nescafe mount hagen better  bought try something two probably get again slight vitaminy taste overwhelming also bit pricey get, coffe fine process flavor alright nescaf mount hagen better  bought tri someth two probabl get again slight vitamini tast overwhelm also bit pricey get ,1,1
217,217,"husband kind wimpy comes hot things seasoning bit spicy us. definitely makes sweat bit eating it. still edible us adding good sized dollop sour cream think would buy due heat. prefer milder mccormick's brand fajita mix. i've also fajitas couple different restaurants spicy mix is.<br /><br />if like super spicy burning hot might want keep mind. medium hot much.<br /><br />i gave three stars pretty easy make versatile could vary veggies put it. take plastic bag, couple tbs vegetable oil, 1/4 cup water mix seasoning, water oil together add chicken strips bag let marinate 5 minutes. meantime, says stir fry veggies (peppers onion) found easier cook chicken veggies together think affected quality taste. also used extra virgin olive oil rather vegetable oil.<br /><br />i one package use next time i'm going add veggies maybe chopped tomato cut heat bit more.",husband kind wimpy comes hot things seasoning bit spicy us definitely makes sweat bit eating it still edible us adding good sized dollop sour cream think would buy due heat prefer milder mccormicks brand fajita mix ive also fajitas couple different restaurants spicy mix isbr br if like super spicy burning hot might want keep mind medium hot muchbr br i gave three stars pretty easy make versatile could vary veggies put it take plastic bag couple tbs vegetable oil 14 cup water mix seasoning water oil together add chicken strips bag let marinate 5 minutes meantime says stir fry veggies peppers onion found easier cook chicken veggies together think affected quality taste also used extra virgin olive oil rather vegetable oilbr br i one package use next time im going add veggies maybe chopped tomato cut heat bit more, husband kind wimpi come hot thing season bit spici us definit make sweat bit eat it still edibl us ad good size dollop sour cream think would buy due heat prefer milder mccormick brand fajita mix ive also fajita coupl differ restaur spici mix isbr br if like super spici burn hot might want keep mind medium hot muchbr br i gave three star pretti easi make versatil could vari veggi put it take plastic bag coupl tb veget oil 14 cup water mix season water oil togeth add chicken strip bag let marin 5 minut meantim say stir fri veggi pepper onion found easier cook chicken veggi togeth think affect qualiti tast also use extra virgin oliv oil rather veget oilbr br i one packag use next time im go add veggi mayb chop tomato cut heat bit more ,1,1
175,175,"one best lemon juice tried. recurring customer due high quality product. season fresh lemos out, one supplement need citrus kitchen refreshments.<br /><br />i continue buying it.",one best lemon juice tried recurring customer due high quality product season fresh lemos out one supplement need citrus kitchen refreshmentsbr br i continue buying it, one best lemon juic tri recur custom due high qualiti product season fresh lemo out one supplement need citru kitchen refreshmentsbr br i continu buy it ,1,1
179,179,"believe told relaxing beverage was. seriously, drink getting ready nap bedtime. plans drive perform activity recommended.<br /><br />i feel arms legs almost tingle relaxation. short time eyes start get droopy another place.<br /><br />love stuff.",believe told relaxing beverage was seriously drink getting ready nap bedtime plans drive perform activity recommendedbr br i feel arms legs almost tingle relaxation short time eyes start get droopy another placebr br love stuff, believ told relax beverag wa serious drink get readi nap bedtim plan drive perform activ recommendedbr br i feel arm leg almost tingl relax short time eye start get droopi anoth placebr br love stuff ,1,1
174,174,used love growing stopped drinking water lemon juice brand 5-6 years ago. stuff used strong used pour mouth get alive feeling going. feels like product went changes added water something make strong. stronger less use well. product still really good taste quality cheaper brand names almost. thought would go fast hey lemon stuff love unless goes bad. good product wish still hit mouth chug sensation used like.,used love growing stopped drinking water lemon juice brand 56 years ago stuff used strong used pour mouth get alive feeling going feels like product went changes added water something make strong stronger less use well product still really good taste quality cheaper brand names almost thought would go fast hey lemon stuff love unless goes bad good product wish still hit mouth chug sensation used like, use love grow stop drink water lemon juic brand 56 year ago stuff use strong use pour mouth get aliv feel go feel like product went chang ad water someth make strong stronger less use well product still realli good tast qualiti cheaper brand name almost thought would go fast hey lemon stuff love unless goe bad good product wish still hit mouth chug sensat use like ,1,1
177,177,"fast delivery good product. lemon juice concentrate find stores really handy around add sauces, dressings, etc. pain squeeze fresh juice everytime need it, nevermind lemons hand begin with.",fast delivery good product lemon juice concentrate find stores really handy around add sauces dressings etc pain squeeze fresh juice everytime need it nevermind lemons hand begin with, fast deliveri good product lemon juic concentr find store realli handi around add sauc dress etc pain squeez fresh juic everytim need it nevermind lemon hand begin with ,1,1
180,180,bought grocery outlet seattle tacoma $4.00 case tweleve paying $38.00 yes 3 dollar. like taste great bad either low calorie buy whacked price.,bought grocery outlet seattle tacoma 400 case tweleve paying 3800 yes 3 dollar like taste great bad either low calorie buy whacked price, bought groceri outlet seattl tacoma 400 case twelev pay 3800 ye 3 dollar like tast great bad either low calori buy whack price ,1,1
181,181,"great product. taste great, works exactly described. superb natural sleep aid. amazing!",great product taste great works exactly described superb natural sleep aid amazing, great product tast great work exactli describ superb natur sleep aid amaz ,1,1
178,178,"good frozen lemon juice, good. slightly odd flavor, perhaps preservative. sure wish could order frozen juice!",good frozen lemon juice good slightly odd flavor perhaps preservative sure wish could order frozen juice, good frozen lemon juic good slightli odd flavor perhap preserv sure wish could order frozen juic ,1,1
182,182,"looking ""natural"" ways help us sleep since always seem overloaded stress busy schedule. yes, we'd probably better served taking yoga class, good second choice. helps fall asleep stay asleep. drank half first night plenty me. 30 minutes, ready bed! woke refreshed sleepy-drug hangover, huge bonus.<br /><br />i gave product 3 stars (instead 5 deserves) packing job marginal best. product arrived 2 broken bottles, price $6 loss! bottles glass wrap one layer small-bubbled bubble wrap around case placed larger box extra room move around box. big packing fail, product awesome.",looking natural ways help us sleep since always seem overloaded stress busy schedule yes wed probably better served taking yoga class good second choice helps fall asleep stay asleep drank half first night plenty me 30 minutes ready bed woke refreshed sleepydrug hangover huge bonusbr br i gave product 3 stars instead 5 deserves packing job marginal best product arrived 2 broken bottles price 6 loss bottles glass wrap one layer smallbubbled bubble wrap around case placed larger box extra room move around box big packing fail product awesome, look natur way help us sleep sinc alway seem overload stress busi schedul ye wed probabl better serv take yoga class good second choic help fall asleep stay asleep drank half first night plenti me 30 minut readi bed woke refresh sleepydrug hangov huge bonusbr br i gave product 3 star instead 5 deserv pack job margin best product arriv 2 broken bottl price 6 loss bottl glass wrap one layer smallbubbl bubbl wrap around case place larger box extra room move around box big pack fail product awesom ,1,1
176,176,lemon juice must kitchen year-round. powerful flavor need much zest dish. add spritz water nearly every day.<br /><br />i buy product again.,lemon juice must kitchen yearround powerful flavor need much zest dish add spritz water nearly every daybr br i buy product again, lemon juic must kitchen yearround power flavor need much zest dish add spritz water nearli everi daybr br i buy product again ,1,1
184,184,great stuff. made really tasty banana bread. good quality lowest price town.,great stuff made really tasty banana bread good quality lowest price town, great stuff made realli tasti banana bread good qualiti lowest price town ,1,1
185,185,"trouble finding locally - delivery fast, hunting flour aisle local grocery stores.",trouble finding locally  delivery fast hunting flour aisle local grocery stores, troubl find local  deliveri fast hunt flour aisl local groceri store ,1,1
219,219,"love strong, full bodied quality tea typically drink assam, irish breakfast early grey tea, reviewer noted price per pound discouraging. searching quality full bodied tea bitter palatable price point, certainly fits bill. unlike teas tend better one form another, i.e. iced vs. hot, tea excellent forms. would certainly recommend anyone prefers smooth full bodied quality tea cost arm leg.",love strong full bodied quality tea typically drink assam irish breakfast early grey tea reviewer noted price per pound discouraging searching quality full bodied tea bitter palatable price point certainly fits bill unlike teas tend better one form another ie iced vs hot tea excellent forms would certainly recommend anyone prefers smooth full bodied quality tea cost arm leg, love strong full bodi qualiti tea typic drink assam irish breakfast earli grey tea review note price per pound discourag search qualiti full bodi tea bitter palat price point certainli fit bill unlik tea tend better one form anoth ie ice vs hot tea excel form would certainli recommend anyon prefer smooth full bodi qualiti tea cost arm leg ,1,1
186,186,"packet glaze secret making european style fresh fruit tarts. make one pie auction church, friend requested something ""strawberry"" offered. make amazing relatively ""healthy"" fruit tarts baking base, layering uncooked, fresh, sliced fruit, pouring made-up contents one packets. harden room temperature, hold fruit together slice tart, let beauty arranged fruit show through. i've also seen glaze used cheesecakes, hold fruit topping place. personally, like cheesecake (too rich me) fruit glazed cheesecake gorgeous, admit. this, slice fruit layer cheesecake still springform pan. pour glaze, let set remove springform. clear layer fruit top cheesecake. cherries, strawberries sliced mangos nice, best one ever used thin slices lemons, gently poached sugar syrup layered cake.<br /><br />i use base sponge cake, baked shallow form, bases pate sucre (a kind french pastry bit like sugar cookie) works well fluted, straight-sided forms. also make mini-tarts muffin pan, pre-baking mold layer pie crust (even commercial crust works, though again, prefer pate sucre, holds shape better substantial better crumb.) blind-bake muffin tins lined pate, pop fill fresh fruits (berries great) pour glaze. people put layer creme patisserie, pastry cream like custard stabilized flour, fruit happen think taste best.<br /><br />if get baking, glaze must-have shelf. ingredients vegan: tapioca starch, carrageenan, dextrose, cream tartar, locust bean gum, looking make vegan tofu cheesecake, use top, well use fruit tarts nut crust base.",packet glaze secret making european style fresh fruit tarts make one pie auction church friend requested something strawberry offered make amazing relatively healthy fruit tarts baking base layering uncooked fresh sliced fruit pouring madeup contents one packets harden room temperature hold fruit together slice tart let beauty arranged fruit show through ive also seen glaze used cheesecakes hold fruit topping place personally like cheesecake too rich me fruit glazed cheesecake gorgeous admit this slice fruit layer cheesecake still springform pan pour glaze let set remove springform clear layer fruit top cheesecake cherries strawberries sliced mangos nice best one ever used thin slices lemons gently poached sugar syrup layered cakebr br i use base sponge cake baked shallow form bases pate sucre a kind french pastry bit like sugar cookie works well fluted straightsided forms also make minitarts muffin pan prebaking mold layer pie crust even commercial crust works though again prefer pate sucre holds shape better substantial better crumb blindbake muffin tins lined pate pop fill fresh fruits berries great pour glaze people put layer creme patisserie pastry cream like custard stabilized flour fruit happen think taste bestbr br if get baking glaze musthave shelf ingredients vegan tapioca starch carrageenan dextrose cream tartar locust bean gum looking make vegan tofu cheesecake use top well use fruit tarts nut crust base, packet glaze secret make european style fresh fruit tart make one pie auction church friend request someth strawberri offer make amaz rel healthi fruit tart bake base layer uncook fresh slice fruit pour madeup content one packet harden room temperatur hold fruit togeth slice tart let beauti arrang fruit show through ive also seen glaze use cheesecak hold fruit top place person like cheesecak too rich me fruit glaze cheesecak gorgeou admit thi slice fruit layer cheesecak still springform pan pour glaze let set remov springform clear layer fruit top cheesecak cherri strawberri slice mango nice best one ever use thin slice lemon gentli poach sugar syrup layer cakebr br i use base spong cake bake shallow form base pate sucr a kind french pastri bit like sugar cooki work well flute straightsid form also make minitart muffin pan prebak mold layer pie crust even commerci crust work though again prefer pate sucr hold shape better substanti better crumb blindbak muffin tin line pate pop fill fresh fruit berri great pour glaze peopl put layer creme patisseri pastri cream like custard stabil flour fruit happen think tast bestbr br if get bake glaze musthav shelf ingredi vegan tapioca starch carrageenan dextros cream tartar locust bean gum look make vegan tofu cheesecak use top well use fruit tart nut crust base ,1,1
218,218,"friend who'd drinking tea 80 84 years introduced tea months ago. even took store bought pound. $7/lb. retail store little $9 shipping online merchant, think great. i've drinking earl grey, english breakfast, irish breakfast, lapsang souchong, assam, etc. $30/lb. shipping. aside lapsang souchong, think great replacement rest. everything i'm looking strong, full-bodied black tea enough character keep becoming boring. current favorite afternoon tea. unless extremely jaded tea snob, love it.",friend whod drinking tea 80 84 years introduced tea months ago even took store bought pound 7lb retail store little 9 shipping online merchant think great ive drinking earl grey english breakfast irish breakfast lapsang souchong assam etc 30lb shipping aside lapsang souchong think great replacement rest everything im looking strong fullbodied black tea enough character keep becoming boring current favorite afternoon tea unless extremely jaded tea snob love it, friend whod drink tea 80 84 year introduc tea month ago even took store bought pound 7lb retail store littl 9 ship onlin merchant think great ive drink earl grey english breakfast irish breakfast lapsang souchong assam etc 30lb ship asid lapsang souchong think great replac rest everyth im look strong fullbodi black tea enough charact keep becom bore current favorit afternoon tea unless extrem jade tea snob love it ,1,1
183,183,"made chocolate chip cookies brm garbanzo bean flour results fantastic! brown sugar chocolate mask bean taste reviews mentioned. friends discern difference classic cccs. texture, body, elasticity (meaning reduced tendency fall apart occurs gluten-free flours) nice chewy -- cccs made regular flour. added bonus -- high protein fiber level (i calculate 2-3 g fiber/cookie) fills satisfied smaller servings glycemic index significantly lower.<br /><br />i highly recommend flour even cccs thing make it.",made chocolate chip cookies brm garbanzo bean flour results fantastic brown sugar chocolate mask bean taste reviews mentioned friends discern difference classic cccs texture body elasticity meaning reduced tendency fall apart occurs glutenfree flours nice chewy  cccs made regular flour added bonus  high protein fiber level i calculate 23 g fibercookie fills satisfied smaller servings glycemic index significantly lowerbr br i highly recommend flour even cccs thing make it, made chocol chip cooki brm garbanzo bean flour result fantast brown sugar chocol mask bean tast review mention friend discern differ classic ccc textur bodi elast mean reduc tendenc fall apart occur glutenfre flour nice chewi  ccc made regular flour ad bonu  high protein fiber level i calcul 23 g fibercooki fill satisfi smaller serv glycem index significantli lowerbr br i highli recommend flour even ccc thing make it ,1,1
216,216,"hey, description says 360 grams - roughly 13 ounces $4.00 per can. way - approximate price 100 gram can.",hey description says 360 grams  roughly 13 ounces 400 per can way  approximate price 100 gram can, hey descript say 360 gram  roughli 13 ounc 400 per can way  approxim price 100 gram can ,1,1
391,391,got free another order placed. believe much cats loved it. buy sure.,got free another order placed believe much cats loved it buy sure, got free anoth order place believ much cat love it buy sure ,2,2
393,393,used ham base. loaded msg. realize ordered return food item,used ham base loaded msg realize ordered return food item, use ham base load msg realiz order return food item ,2,2
132,132,really loved spicy flavor had. found liking broth noodles usually opposite. used heat might bother like hot hot foods might enough.,really loved spicy flavor had found liking broth noodles usually opposite used heat might bother like hot hot foods might enough, realli love spici flavor had found like broth noodl usual opposit use heat might bother like hot hot food might enough ,2,2
390,390,"cat go day, probably longer, tryed it, he'll walk right stuff every time, even know he's hungery. absolutely interest. swear he'd rather die starvation even take wiff it!!",cat go day probably longer tryed it hell walk right stuff every time even know hes hungery absolutely interest swear hed rather die starvation even take wiff it, cat go day probabl longer tri it hell walk right stuff everi time even know he hungeri absolut interest swear hed rather die starvat even take wiff it ,2,2
557,557,"love sour food one can't bear. strong sour taste... even open bag, sour smell strong. like it.",love sour food one cant bear strong sour taste even open bag sour smell strong like it, love sour food one cant bear strong sour tast even open bag sour smell strong like it ,2,2
394,394,discover mix amazon always bought whole food store.<br />i like mix pancakes came delicious fluffy.<br />just one small secret: try add seltzer water instead regular one.,discover mix amazon always bought whole food storebr i like mix pancakes came delicious fluffybr just one small secret try add seltzer water instead regular one, discov mix amazon alway bought whole food storebr i like mix pancak came delici fluffybr just one small secret tri add seltzer water instead regular one ,2,2
8,8,right i'm mostly sprouting cats eat grass. love it. rotate around wheatgrass rye,right im mostly sprouting cats eat grass love it rotate around wheatgrass rye, right im mostli sprout cat eat grass love it rotat around wheatgrass rye ,2,2
597,597,"found 10 years ago health food store. bought one bag found stopping store week get chips. new york cheddar flavor good, hard time eating whole bag.",found 10 years ago health food store bought one bag found stopping store week get chips new york cheddar flavor good hard time eating whole bag, found 10 year ago health food store bought one bag found stop store week get chip new york cheddar flavor good hard time eat whole bag ,2,2
197,197,"careful eat many one day, one chemicals laxative!!! lololol!!!",careful eat many one day one chemicals laxative lololol, care eat mani one day one chemic lax lololol ,2,2
402,402,"awful! thought food supposed taste good! eat ice cream afterwards get taste mouth, bad.",awful thought food supposed taste good eat ice cream afterwards get taste mouth bad, aw thought food suppos tast good eat ice cream afterward get tast mouth bad ,2,2
9,9,healthy dog food. good digestion. also good small puppies. dog eats required amount every feeding.,healthy dog food good digestion also good small puppies dog eats required amount every feeding, healthi dog food good digest also good small puppi dog eat requir amount everi feed ,2,2
11,11,"one boys needed lose weight didn't. put food floor chubby guy, protein-rich, by-product food higher skinny boy jump. higher food sits going stale. really go food. chubby boy losing ounce week.",one boys needed lose weight didnt put food floor chubby guy proteinrich byproduct food higher skinny boy jump higher food sits going stale really go food chubby boy losing ounce week, one boy need lose weight didnt put food floor chubbi guy proteinrich byproduct food higher skinni boy jump higher food sit go stale realli go food chubbi boy lose ounc week ,2,2
12,12,"cats happily eating felidae platinum two years. got new bag shape food different. tried new food first put bowls bowls sit full kitties touch food. i've noticed similar reviews related formula changes past. unfortunately, need find new food cats eat.",cats happily eating felidae platinum two years got new bag shape food different tried new food first put bowls bowls sit full kitties touch food ive noticed similar reviews related formula changes past unfortunately need find new food cats eat, cat happili eat felida platinum two year got new bag shape food differ tri new food first put bowl bowl sit full kitti touch food ive notic similar review relat formula chang past unfortun need find new food cat eat ,2,2
148,148,remind dog treats made using pumpkin cinnamon. they're kind bland favorite back nature product. finace really loves that's three stars come from.,remind dog treats made using pumpkin cinnamon theyre kind bland favorite back nature product finace really loves thats three stars come from, remind dog treat made use pumpkin cinnamon theyr kind bland favorit back natur product finac realli love that three star come from ,2,2
167,167,"know long sat back shelf somewhere, old cook. throw half out, skins damaged, clear sign dried beans past prime. can't even return ask refund, food returnable. find different brand use. now, fifty servings beans throw away.",know long sat back shelf somewhere old cook throw half out skins damaged clear sign dried beans past prime cant even return ask refund food returnable find different brand use now fifty servings beans throw away, know long sat back shelf somewher old cook throw half out skin damag clear sign dri bean past prime cant even return ask refund food return find differ brand use now fifti serv bean throw away ,2,2
252,252,"five minutes in, one tentacle bitten off, ball inside cracked half. durable enough dog toy. disappointed :(. dog :(.",five minutes in one tentacle bitten off ball inside cracked half durable enough dog toy disappointed  dog , five minut in one tentacl bitten off ball insid crack half durabl enough dog toy disappoint  dog  ,2,2
125,125,"one cats allergic fish beef. formula one eat, much better ingredients prescription diets available vet. kitties active, soft shiny fur, neither fat. dry food reduces tartar buildup teeth, also.",one cats allergic fish beef formula one eat much better ingredients prescription diets available vet kitties active soft shiny fur neither fat dry food reduces tartar buildup teeth also, one cat allerg fish beef formula one eat much better ingredi prescript diet avail vet kitti activ soft shini fur neither fat dri food reduc tartar buildup teeth also ,2,2
126,126,cats thrive extremely well dry cat food. definitely much less hair ball throw ups fur great. fit weight. vendor ships extremely fast. one top amazon suppliers book!,cats thrive extremely well dry cat food definitely much less hair ball throw ups fur great fit weight vendor ships extremely fast one top amazon suppliers book, cat thrive extrem well dri cat food definit much less hair ball throw up fur great fit weight vendor ship extrem fast one top amazon supplier book ,2,2
81,81,"great gift ages! purchased giant canes recipients loved much, kept would eat them.",great gift ages purchased giant canes recipients loved much kept would eat them, great gift age purchas giant cane recipi love much kept would eat them ,2,2
83,83,"dogs like flavors tried dog food, reason itching increased tried lamb rice. itchy dogs giving limited ingredient dog food try help. duck sweet potato cut itching significantly, tried lamb rice started itching again. like natural balance quality ingredients.",dogs like flavors tried dog food reason itching increased tried lamb rice itchy dogs giving limited ingredient dog food try help duck sweet potato cut itching significantly tried lamb rice started itching again like natural balance quality ingredients, dog like flavor tri dog food reason itch increas tri lamb rice itchi dog give limit ingredi dog food tri help duck sweet potato cut itch significantli tri lamb rice start itch again like natur balanc qualiti ingredi ,2,2
84,84,"awesome dog food. however, given ""boston"", severe reactions food ingredients; itching increased violent jumping bed night, scratching. soon changed different formula, scratching stopped. glad natural balance choices. guess try each, find what's best pet.",awesome dog food however given boston severe reactions food ingredients itching increased violent jumping bed night scratching soon changed different formula scratching stopped glad natural balance choices guess try each find whats best pet, awesom dog food howev given boston sever reaction food ingredi itch increas violent jump bed night scratch soon chang differ formula scratch stop glad natur balanc choic guess tri each find what best pet ,2,2
85,85,"three dogs love food! bought specifically one dogs food allergies works great him, hot spots tummy problems.<br />i love ships right door free shipping.",three dogs love food bought specifically one dogs food allergies works great him hot spots tummy problemsbr i love ships right door free shipping, three dog love food bought specif one dog food allergi work great him hot spot tummi problemsbr i love ship right door free ship ,2,2
86,86,"dog ton allergies environmental food. prescription dog food tested see allergies has. got test back, learned allergic something prescription brand. finally found dog food done well this! still environmental triggers, happy finally eat something know cause pain.",dog ton allergies environmental food prescription dog food tested see allergies has got test back learned allergic something prescription brand finally found dog food done well this still environmental triggers happy finally eat something know cause pain, dog ton allergi environment food prescript dog food test see allergi ha got test back learn allerg someth prescript brand final found dog food done well thi still environment trigger happi final eat someth know caus pain ,2,2
87,87,shepherd/collie mix ibs. vet recommended limited ingredient food. really helped symptoms likes it. always buy amazon...it's $10 cheaper free shipping!,shepherdcollie mix ibs vet recommended limited ingredient food really helped symptoms likes it always buy amazonits 10 cheaper free shipping, shepherdcolli mix ib vet recommend limit ingredi food realli help symptom like it alway buy amazonit 10 cheaper free ship ,2,2
88,88,natural balance dry dog food lamb meal brown rice recipe wonders jack russell. awful food allergy's food last hope last food could find something allergic to. problem eating dry normally mix natural balance dry lamb brown rice natural balance wet lamb brown rice.. seems like better. started feeding dog (a bichon) loves it. dog allergy's stomach issue.. want dog eat better food-- it! see difference pet.,natural balance dry dog food lamb meal brown rice recipe wonders jack russell awful food allergys food last hope last food could find something allergic to problem eating dry normally mix natural balance dry lamb brown rice natural balance wet lamb brown rice seems like better started feeding dog a bichon loves it dog allergys stomach issue want dog eat better food it see difference pet, natur balanc dri dog food lamb meal brown rice recip wonder jack russel aw food allergi food last hope last food could find someth allerg to problem eat dri normal mix natur balanc dri lamb brown rice natur balanc wet lamb brown rice seem like better start feed dog a bichon love it dog allergi stomach issu want dog eat better food it see differ pet ,2,2
89,89,"great food! love idea one food ages & breeds. ãžt's real convenience well really good product. 3 dogs eat less, almost gas, poop regular perfect consistency, else mom ask for!!",great food love idea one food ages  breeds ãžts real convenience well really good product 3 dogs eat less almost gas poop regular perfect consistency else mom ask for, great food love idea one food age  breed ãžt real conveni well realli good product 3 dog eat less almost ga poop regular perfect consist els mom ask for ,2,2
90,90,standard poodle pomeranian wonderful food. switched different food (due price) couple times end going right back natural balance.,standard poodle pomeranian wonderful food switched different food due price couple times end going right back natural balance, standard poodl pomeranian wonder food switch differ food due price coupl time end go right back natur balanc ,2,2
91,91,"great dog food, dog severs allergies brand one feed him.",great dog food dog severs allergies brand one feed him, great dog food dog sever allergi brand one feed him ,2,2
92,92,food great - ages dogs. 3 year old puppy. soft hardly ever get sick. food good especially amazon prime shipping :),food great  ages dogs 3 year old puppy soft hardly ever get sick food good especially amazon prime shipping , food great  age dog 3 year old puppi soft hardli ever get sick food good especi amazon prime ship  ,2,2
93,93,"golden retriever one picky dogs i've ever met. experimenting various types food, found loves natural balance. really like natural balance fact multiple flavors dry wet varieties. mix dry food little wet food golden loves it. furthermore, like mixing flavors time think meal day day might get little boring, figured not. tend stay away fish type though smells...<br /><br />additionally, started purchasing amazon petco wet food box couple cans. came home surprise realized could save $20 time bought dog food buy amazon.<br /><br />all all, definitely recommend give stamp approval natural balance dog food. never eaten it, dog seems love it.",golden retriever one picky dogs ive ever met experimenting various types food found loves natural balance really like natural balance fact multiple flavors dry wet varieties mix dry food little wet food golden loves it furthermore like mixing flavors time think meal day day might get little boring figured not tend stay away fish type though smellsbr br additionally started purchasing amazon petco wet food box couple cans came home surprise realized could save 20 time bought dog food buy amazonbr br all all definitely recommend give stamp approval natural balance dog food never eaten it dog seems love it, golden retriev one picki dog ive ever met experi variou type food found love natur balanc realli like natur balanc fact multipl flavor dri wet varieti mix dri food littl wet food golden love it furthermor like mix flavor time think meal day day might get littl bore figur not tend stay away fish type though smellsbr br addit start purchas amazon petco wet food box coupl can came home surpris realiz could save 20 time bought dog food buy amazonbr br all all definit recommend give stamp approv natur balanc dog food never eaten it dog seem love it ,2,2
94,94,food get pet store. delivered door! price slightly less.,food get pet store delivered door price slightly less, food get pet store deliv door price slightli less ,2,2
95,95,i've pleased natural balance dog food. dogs issues dog foods past someone recommend natural balance grain free since possible allergic grains. since switching issues. also helpful different kibble size larger/smaller sized dogs.,ive pleased natural balance dog food dogs issues dog foods past someone recommend natural balance grain free since possible allergic grains since switching issues also helpful different kibble size largersmaller sized dogs, ive pleas natur balanc dog food dog issu dog food past someon recommend natur balanc grain free sinc possibl allerg grain sinc switch issu also help differ kibbl size largersmal size dog ,2,2
96,96,"1-1/2 year old basenji/jack russell mix loves dog food. he's noticeably healthier energetic since switched standard dog foods earlier year. despite higher cost natural dog foods, find eats significantly less natural balance dog foods still stays happy full. normal dog foods, he'd eat 3 cups dog food day (the recommended serving size), whereas eats 1 cup 1-1/2 cup natural balance dog food day. take account, actually getting ""bang buck"" natural dog foods since buy much last long normal dog foods... healthier, happier dog, boot! add fact get free, 2-day shipping amazon prime... i'm sold!!",112 year old basenjijack russell mix loves dog food hes noticeably healthier energetic since switched standard dog foods earlier year despite higher cost natural dog foods find eats significantly less natural balance dog foods still stays happy full normal dog foods hed eat 3 cups dog food day the recommended serving size whereas eats 1 cup 112 cup natural balance dog food day take account actually getting bang buck natural dog foods since buy much last long normal dog foods healthier happier dog boot add fact get free 2day shipping amazon prime im sold, 112 year old basenjijack russel mix love dog food he notic healthier energet sinc switch standard dog food earlier year despit higher cost natur dog food find eat significantli less natur balanc dog food still stay happi full normal dog food hed eat 3 cup dog food day the recommend serv size wherea eat 1 cup 112 cup natur balanc dog food day take account actual get bang buck natur dog food sinc buy much last long normal dog food healthier happier dog boot add fact get free 2day ship amazon prime im sold ,2,2
